name,main_class,sub_class,sys_name,synonyms,pubchem_cid,exactmass,formula,inchi_key,MW_regno
3-oxopimeloyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-4-{[3-({2-[(6-carboxy-3-oxohexanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-3-hydroxy-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","3-oxopimeloyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-4-{[3-({2-[(6-carboxy-3-oxohexanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-3-hydroxy-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; 3-Ketopimelyl-CoA; 3-Oxopimeloyl-CoA; C06715; SCHEMBL285428; CHEBI:15492",9543029,923.157479,C28H44N7O20P3S,KJXFOFKTZDJLMQ-UYRKPTJQSA-N,50108
3-Oxopimelyl-CoA,Fatty esters,Fatty acyl CoAs,"7-{[2-(3-{3-[({[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)methyl]-2-hydroxy-3-methylbutanamido}propanamido)ethyl]sulfanyl}-5,7-dioxoheptanoic acid","3-Oxopimelyl-CoA; 7-{[2-(3-{3-[({[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)methyl]-2-hydroxy-3-methylbutanamido}propanamido)ethyl]sulfanyl}-5,7-dioxoheptanoic",441147,923.157479,C28H44N7O20P3S,KJXFOFKTZDJLMQ-AMIBDLERSA-N,41877
3-oxopristanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-oxo-3-({2-[(2,6,10,14-tetramethyl-3-oxopentadecanoyl)sulfanyl]ethyl}amino)propyl]amino}butyl] dihydrogen diphosphate}","3-oxopristanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-oxo-3-({2-[(2,6,10,14-tetramethyl-3-oxopentadecanoyl)sulfanyl]ethyl}amino)propyl]amino}butyl] dihydrogen diphosphate}; 2,6,10,14-3-oxotetramethylpentadecanoyl-CoA;2,6,1",11966108,1061.371099,C40H70N7O18P3S,NQFYRDGBRBDQQG-SVFBWJQPSA-N,50053
3-oxotetracosanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-({2-[(3-oxotetracosanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}butyl] dihydrogen diphosphate}","3-oxotetracosanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-({2-[(3-oxotetracosanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}butyl] dihydrogen diphosphate}; 3-keto-C24-CoA;3-ketotetracosanoyl-CoA;3-ketotetracosanoyl-coenzyme",25229583,1131.449349,C45H80N7O18P3S,JJSJTIWFKNSCHC-JBKAVQFISA-N,58233
3-oxotetradecanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-oxo-3-({2-[(3-oxotetradecanoyl)sulfanyl]ethyl}amino)propyl]amino}butyl] dihydrogen diphosphate}","3-oxotetradecanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-oxo-3-({2-[(3-oxotetradecanoyl)sulfanyl]ethyl}amino)propyl]amino}butyl] dihydrogen diphosphate}; 3-oxomyristoyl-CoA; 3-oxomyristoyl-CoA; 3-Oxotetradecanoyl-CoA; CHEBI:2",11966197,991.292849,C35H60N7O18P3S,IQNFBGHLIVBNOU-QSGBVPJFSA-N,51827
3Z-dodecenoyl-CoA,Fatty esters,Fatty acyl CoAs,3Z-dodecenoyl-CoA,"3Z-dodecenoyl-CoA; 3Z-dodecenoyl-CoA; (3Z)-Dodecenoyl-CoA; 3Z-dodecenoyl-CoA; (3Z)-Dodec-3-enoyl-CoA; (3Z)-Dodecenoyl-CoA; HMDB04257; (3Z)-dodec-3-enoyl-Coenzyme A; LMFA07050009; 9H-Purin-6-amine, 9-[(2xi)-5-O-[hydroxy[[hydroxy[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4",16061154,947.266634,C33H56N7O17P3S,XEMIVMKTVGRFTD-BFJLDWRUSA-N,4408
3Z-tetradecenoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-{[(3Z)-tetradec-11-enoyl]sulfanyl}ethyl)amino]propyl}amino)butyl] dihydrogen diphosphate}","Tetradec-3Z-enoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-{[(3Z)-tetradec-11-enoyl]sulfanyl}ethyl)amino]propyl}amino)butyl] dihydrogen diphosphate}; (Z)-tetradec-3-enoyl-CoA;(Z)-tetradec-3-enoyl-coenzyme A;cis-tetr",51351753,975.297934,C35H60N7O17P3S,SSOCUKXLUZQJHU-AOVQAXKGSA-N,61935
4-carboxy-2E-butenoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-4-({3-[(2-{[(2E)-4-carboxybut-2-enoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-3-hydroxy-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","trans-4-carboxybut-2-enoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-4-({3-[(2-{[(2E)-4-carboxybut-2-enoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-3-hydroxy-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; glutaconyl-CoA; glutaconyl-1-CoA; glutaconyl-coenzyme A",9543050,879.131264,C26H40N7O19P3S,URTLOTISFJPPOU-DEGQQWIJSA-N,50112
4-hydroxybutanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(4-hydroxybutanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl]dihydrogen diphosphate};4-hydroxybutanoyl-coenzyme A","4-hydroxybutanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(4-hydroxybutanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl]dihydrogen diphosphate};4-hydroxybutanoyl-coenzyme A; 4-hydroxybutanoyl-CoA;4-hydroxybutanoyl-co",11966192,853.151999,C25H42N7O18P3S,BAMBWCGEVIAQBF-CITAKDKDSA-N,51748
4Z-decenoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[4-({3-[(2-{[(4Z)-dec-4-enoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-3-hydroxy-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","cis-dec-4-enoyl-CoA; 3'-phosphoadenosine 5'-{3-[4-({3-[(2-{[(4Z)-dec-4-enoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-3-hydroxy-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; 10:1(n-6)-CoA;4Z-decenoyl-CoA;4Z-decenoyl-coenzyme A;C10:1(n-6)-CoA;Z-dec-4-en",24883430,919.235334,C31H52N7O17P3S,QTOYQSMKQWCWOX-SGUJYKCESA-N,54041
5-hydroxypentanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(5-hydroxypentanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","5-hydroxypentanoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-{[3-({2-[(5-hydroxypentanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; 5-hydroxypentanoyl-coenzyme A;5-hydroxyvaleryl-CoA;5-hydroxyvaleryl-",11966136,867.167649,C26H44N7O18P3S,AMSWDUXCNHIVFP-ZMHDXICWSA-N,50116
"5Z,8Z-tetradecadienoyl-CoA",Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-{[(5Z,8Z)-tetradeca-5,8-dienoyl]sulfanyl}ethyl)amino]propyl}amino)butyl] dihydrogen diphosphate}","cis,cis-tetradeca-5,8-dienoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-{[(5Z,8Z)-tetradeca-5,8-dienoyl]sulfanyl}ethyl)amino]propyl}amino)butyl] dihydrogen diphosphate}; (cis,cis-Delta(5),Delta(8))-tetradecanoyl-CoA",70679008,973.282284,C35H58N7O17P3S,MJBZUCVXTFUVFY-PHQNXBNMSA-N,65212
5Z-tetradecenoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-{[(5Z)-tetradec-5-enoyl]sulfanyl}ethyl)amino]propyl}amino)butyl] dihydrogen diphosphate}","Tetradec-5Z-enoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-{[(5Z)-tetradec-5-enoyl]sulfanyl}ethyl)amino]propyl}amino)butyl] dihydrogen diphosphate}; (cis-Delta(5))-tetradecanoyl-CoA;(cis-Delta(5))-tetradecanoyl-coen",70679011,975.297934,C35H60N7O17P3S,MRVDZOHJMLTLHJ-STFCKWFXSA-N,65211
9Z-myristoleoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-{[(9Z)-tetradec-9-enoyl]sulfanyl}ethyl)amino]propyl}amino)butyl] dihydrogen diphosphate}","(9Z)-myristoleoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-{[(9Z)-tetradec-9-enoyl]sulfanyl}ethyl)amino]propyl}amino)butyl] dihydrogen diphosphate}; (9Z)-myristoleoyl-coenzyme A;(Z)-tetradec-9-enoyl-CoA;(Z)-tetradec",70678650,975.297934,C35H60N7O17P3S,GIIFECKTWKZXGU-FJXLYLFVSA-N,63669
Acetoacetyl-CoA,Fatty esters,Fatty acyl CoAs,Acetoacetyl-CoA,"Acetoacetyl-CoA; Acetoacetyl-CoA; acetoacetyl-CoA; 3-acetoacetyl-CoA; Acetoacetyl coenzyme A; Acetoacetyl coa; S-Acetoacetyl-CoA; S-Acetoacetylcoenzyme A; s-acetoacetyl coenzyme a; acetoacetyl-coenzyme a; acetoacetyl-S-CoA; 3-oxobutanoyl-CoA; Adenosine, 5'-O-[[[[(3R",16061175,851.136349,C25H40N7O18P3S,OJFDKHTZOUZBOS-CITAKDKDSA-N,4428
Acetyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-(3-{(3R)-4-[(3-{[2-(acetylsulfanyl)ethyl]amino}-3-oxopropyl)amino]-3-hydroxy-2,2-dimethyl-4-oxobutyl} dihydrogen diphosphate)","Acetyl-CoA; 3'-phosphoadenosine 5'-(3-{(3R)-4-[(3-{[2-(acetylsulfanyl)ethyl]amino}-3-oxopropyl)amino]-3-hydroxy-2,2-dimethyl-4-oxobutyl} dihydrogen diphosphate); AcCoA;S-acetyl-CoA;S-acetyl-coenzyme A; acetyl-CoA; ACETYL COENZYME A; S-Acetyl coenzyme A; acetyl",444493,809.125784,C23H38N7O17P3S,ZSLZBFCDCINBPY-ZSJPKINUSA-N,50043
Adipoyl-CoA,Fatty esters,Fatty acyl CoAs,"6-[(2-{3-[(2R)-3-[({[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)methyl]-2-hydroxy-3-methylbutanamido]propanamido}ethyl)sulfanyl]-6-oxohexanoic acid","Adipoyl-CoA; 6-[(2-{3-[(2R)-3-[({[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)methyl]-2-hydroxy-3-methylbutanamido]propanamido}ethyl)sulfanyl]-6-oxohexanoic acid",9543333,895.162564,C27H44N7O19P3S,SPNAEHGLBRRCGL-BIEWRJSYSA-N,38445
Arachidonyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-({3-[(2-{[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","Arachidonyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-4-({3-[(2-{[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; (5Z,8Z,11Z,14Z)-5,8,11,14-eicosatetraenoyl-CoA;(5Z,",5497113,1053.344884,C41H66N7O17P3S,JDEPVTUUCBFJIW-YQVDHACTSA-N,50129
Behenoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-({2-[(docosanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}butyl] dihydrogen diphosphate}","behenoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-({2-[(docosanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}butyl] dihydrogen diphosphate}; Behenyl-coenzyme A;Docosanoyl-CoA;behenoyl-coenzyme A;behenyl CoA;docosanoyl-coenzyme",168166,1089.438784,C43H78N7O17P3S,NDDZLVOCGALPLR-GNSUAQHMSA-N,63670
beta-alanyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-4-{[3-({2-[(3-aminopropanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-3-hydroxy-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","beta-alanyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-4-{[3-({2-[(3-aminopropanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-3-hydroxy-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; 3-aminopropionyl-CoA;3-aminopropionyl-coenzyme A;S-beta-Ala-CoA;S-beta-Alanyl",11966133,838.152333,C24H41N8O17P3S,RUWSXZUPLIXLGD-IEXPHMLFSA-N,50122
Biotinyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-(3-{(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-[(3-oxo-3-{[2-({5-[(3aR,4R,6aS)-2-oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl]pentanoyl}sulfanyl)ethyl]amino}propyl)amino]butyl} dihydrogen diphosphate)","biotinyl-CoA; 3'-phosphoadenosine 5'-(3-{(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-[(3-oxo-3-{[2-({5-[(3aR,4R,6aS)-2-oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl]pentanoyl}sulfanyl)ethyl]amino}propyl)amino]butyl} dihydrogen diphosphate); biotinyl-coenzyme A; biotin",11966127,993.192819,C31H50N9O18P3S2,WNMONPKUDXWVKE-OLABLILRSA-N,50131
Butyryl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-(3-{(3R)-4-[(3-{[2-(butanoylsulfanyl)ethyl]amino}-3-oxopropyl)amino]-3-hydroxy-2,2-dimethyl-4-oxobutyl} dihydrogen diphosphate)","Butyryl-CoA; 3'-phosphoadenosine 5'-(3-{(3R)-4-[(3-{[2-(butanoylsulfanyl)ethyl]amino}-3-oxopropyl)amino]-3-hydroxy-2,2-dimethyl-4-oxobutyl} dihydrogen diphosphate); 4:0-CoA;Butyryl-CoA;Butyryl-coa;Butyryl-coenzyme A;C4:0-CoA;Coenzyme A, S-butanoate;S-Butyr",122283,837.157084,C25H42N7O17P3S,CRFNGMNYKDXRTN-CITAKDKDSA-N,50132
Caffeoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-4-{[3-({2-[(3,4-dihydroxyphenylprop-2-enoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-3-hydroxy-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","caffeoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-4-{[3-({2-[(3,4-dihydroxyphenylprop-2-enoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-3-hydroxy-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; 3,4-dihydroxyacryloyl-CoA",11966126,929.146914,C30H42N7O19P3S,QHRGJMIMHCLHRG-FUEUKBNZSA-N,50133
Carnityl-CoA,Fatty esters,Fatty acyl CoAs,"[5-(6-aminopurin-9-yl)-4-hydroxy-2-[[[[3-hydroxy-4-[[3-[2-[3-hydroxy-4-(trimethylammonio)butanoyl]sulfanylethylamino]-3-oxo-propyl]amino]-2,2-dimethyl-4-oxo-butoxy]-oxido-phosphoryl]oxy-oxido-phosphoryl]oxymethyl]tetrahydrofuran-3-yl] phosphate","L-carnityl-CoA; [5-(6-aminopurin-9-yl)-4-hydroxy-2-[[[[3-hydroxy-4-[[3-[2-[3-hydroxy-4-(trimethylammonio)butanoyl]sulfanylethylamino]-3-oxo-propyl]amino]-2,2-dimethyl-4-oxo-butoxy]-oxido-phosphoryl]oxy-oxido-phosphoryl]oxymethyl]tetrahydrofuran-3-yl] phos",25243857,907.186373,C28H46N8O18P3S,BBRISSLDTUHWKG-UHFFFAOYSA-K,71148
Choloyl-CoA,Fatty esters,Fatty acyl CoAs,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[hydroxy({[hydroxy({3-hydroxy-2,2-dimethyl-3-[(2-{[2-({4-[(1S,5R,9R,11S,16S)-5,9,16-trihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoyl}sulfanyl)ethyl]carbamoyl}ethyl)carbamoyl]propoxy})phosphoryl]oxy})phosphoryl]oxy}methyl)oxolan-3-yl]oxy}phosphonic acid","Choloyl-CoA; {[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[hydroxy({[hydroxy({3-hydroxy-2,2-dimethyl-3-[(2-{[2-({4-[(1S,5R,9R,11S,16S)-5,9,16-trihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoyl}sulfanyl)ethyl]c",439573,1157.392229,C45H74N7O20P3S,ZKWNOTQHFKYUNU-TVKZAFKCSA-N,37759
Cinnamoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-oxo-3-({2-[(3-phenylprop-2-enoyl)sulfanyl]ethyl}amino)propyl]amino}butyl] dihydrogen diphosphate}","cinnamoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-{[3-oxo-3-({2-[(3-phenylprop-2-enoyl)sulfanyl]ethyl}amino)propyl]amino}butyl] dihydrogen diphosphate}; 3-phenylacryloyl-CoA;3-phenylacryloyl-coenzyme A;3-phenylprop-2-enoyl-coenz",6444037,897.157084,C30H42N7O17P3S,JVNVHNHITFVWIX-FUEUKBNZSA-N,50083
cis-geranoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-4-{[3-({2-[((2Z)-3,7-dimethylocta-2,5-dienoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-3-hydroxy-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","cis-geranoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-4-{[3-({2-[((2Z)-3,7-dimethylocta-2,5-dienoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-3-hydroxy-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; Z-geranoyl-CoA; cis-Geranyl-CoA; trans-Geranyl-CoA; Z-geranoyl",9549332,917.219684,C31H50N7O17P3S,FWLPCGPDGSQPGT-WJGFBNMQSA-N,50137
cis-vaccenoyl CoA,Fatty esters,Fatty acyl CoAs,R-(11Z-octadecenoyl) CoA,"cis-vaccenoyl CoA; R-(11Z-octadecenoyl) CoA; cis-vaccenoyl CoA; R-(11Z-octadecenoyl) CoA; LMFA07050003; S-{(9R)-1-[(2R,3R,5R)-5-(6-Amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)tetrahydro-2-furanyl]-3,5,9-trihydroxy-8,8-dimethyl-3,5-dioxido-10,14-dioxo-2,4,6",9543677,1031.360534,C39H68N7O17P3S,HEJOXXLSCAQQGQ-NCBZKLCESA-N,4402
Citramalyl-CoA,Fatty esters,Fatty acyl CoAs,"(2S)-4-[(2-{3-[(2R)-3-[({[({[(2R,4S,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)methyl]-2-hydroxy-3-methylbutanamido]propanamido}ethyl)sulfanyl]-2-hydroxy-2-methyl-4-oxobutanoic acid","L-Citramalyl-CoA; (2S)-4-[(2-{3-[(2R)-3-[({[({[(2R,4S,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)methyl]-2-hydroxy-3-methylbutanamido]propanamido}ethyl)sulfanyl]-2-hydroxy-2-",53477827,897.141829,C26H42N7O20P3S,XYGOWHUIVNMEIA-KKAINBEZSA-N,38868
Crotonoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-4-({3-[(2-{[(2E)-but-2-enoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-3-hydroxy-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","Crotonoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-4-({3-[(2-{[(2E)-but-2-enoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-3-hydroxy-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; (E)-but-2-enoyl-CoA;trans-butyr-2-enoyl-CoA; trans-but-2-enoyl-CoA; but-2-enoyl-C",5497143,835.141434,C25H40N7O17P3S,KFWWCMJSYSSPSK-PAXLJYGASA-N,50091
Decanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-(3-{(3R)-4-[(3-{[2-(decanoylsulfanyl)ethyl]amino}-3-oxopropyl)amino]-3-hydroxy-2,2-dimethyl-4-oxobutyl} dihydrogen diphosphate)","decanoyl-CoA; 3'-phosphoadenosine 5'-(3-{(3R)-4-[(3-{[2-(decanoylsulfanyl)ethyl]amino}-3-oxopropyl)amino]-3-hydroxy-2,2-dimethyl-4-oxobutyl} dihydrogen diphosphate); 10:0-CoA;C10:0-CoA;Coenzyme A, S-decanoate;Decanoyl-coenzyme A;capryl-CoA;capryl-coenzyme",164800,921.250984,C31H54N7O17P3S,CNKJPHSEFDPYDB-HSJNEKGZSA-N,51737
Deoxycholoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-4-({3-[(2-{[3alpha,12alpha-dihydroxy-5beta-cholan-24-oyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-3-hydroxy-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}","deoxycholoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-4-({3-[(2-{[3alpha,12alpha-dihydroxy-5beta-cholan-24-oyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)-3-hydroxy-2,2-dimethyl-4-oxobutyl] dihydrogen diphosphate}; deoxycholoyl-coenzyme A;deoxycholyl-CoA;deoxycho",24820763,1141.397314,C45H74N7O19P3S,YTGXPYMXYISPEB-SIQRDODDSA-N,57333
Dimethylnonanoyl-CoA,Fatty esters,Fatty acyl CoAs,"4,8-dimethylnonanoyl-CoA","Dimethylnonanoyl-CoA; 4,8-dimethylnonanoyl-CoA; 4,8-dimethylnonanoyl-CoA; Dimethylnonanoyl-CoA; LMFA07050034; Adenosine, 5'-O-[[[[[(3R)-4-[[3-[[2-[(4,8-dimethyl-1-oxononyl)thio]ethyl]amino]-3-oxopropyl]amino]-3-hydroxy-2,2-dimethyl-4-oxobutyl]oxy]hydroxyphosp",52922022,935.266634,C32H56N7O17P3S,YGNKJFPEXQCWDB-LGLHWRHVSA-N,4432
Docosahexaenoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-[(2-{[(4Z,7Z,10Z,13Z,16Z,19Z)-3-docosa-4,7,10,13,16,19-hexaenoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)butyl] dihydrogen diphosphate}","Docosahexaenoyl-CoA; 3'-phosphoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-[(2-{[(4Z,7Z,10Z,13Z,16Z,19Z)-3-docosa-4,7,10,13,16,19-hexaenoyl]sulfanyl}ethyl)amino]-3-oxopropyl}amino)butyl] dihydrogen diphosphate}; (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-",70678705,1077.344884,C43H66N7O17P3S,MENFZXMQSYYVRK-CRCGJGBYSA-N,63701
Eicosanoyl-CoA,Fatty esters,Fatty acyl CoAs,"3'-phosphoadenosine 5'-(3-{(3R)-3-hydroxy-4-[(3-{[2-(icosanoylsulfanyl)ethyl]amino}-3-oxopropyl)amino]-2,2-dimethyl-4-oxobutyl} dihydrogen diphosphate)","Eicosanoyl-CoA; 3'-phosphoadenosine 5'-(3-{(3R)-3-hydroxy-4-[(3-{[2-(icosanoylsulfanyl)ethyl]amino}-3-oxopropyl)amino]-2,2-dimethyl-4-oxobutyl} dihydrogen diphosphate); arachidoyl-CoA;eicosanoyl-CoA; Arachidoyl-coa; Eicosanoyl-CoA; Arachidoyl-coenzyme A; Icosa",3081439,1061.407484,C41H74N7O17P3S,JYLSVNBJLYCSSW-IBYUJNRCSA-N,50140
