Reaction abbreviation,Reaction name,Reaction formula,Pathway,Lower bound (mmol/gdw/hr),Upper bound (mmol/gdw/hr),Gene-reaction-association,Conifdence score,Eco IDA,sbo Term,EC number,Notes,Reference,,
'S6TASE16ly',"'N-acetylglucosamine-6-sulfatase, lysosomal'",'h2o[l] + ksi_deg21[l]  <=> h[l] + so4[l] + ksi_deg22[l] ','Keratan sulfate degradation',-1000,1000,'(2799.1)','4','3A0000000',176,'3.1.6.14','NCD',"'PMID:3196333,PMID:3689314,PMID:3689315'",,
'S6TASE17ly',"'N-acetylglucosamine-6-sulfatase, lysosomal'",'h2o[l] + ksi_deg24[l]  <=> h[l] + so4[l] + ksi_deg25[l] ','Keratan sulfate degradation',-1000,1000,'(2799.1)','4','3A0000000',176,'3.1.6.14','NCD',"'PMID:3196333,PMID:3689314,PMID:3689315'",,
'S6TASE18ly',"'N-acetylglucosamine-6-sulfatase, lysosomal'",'h2o[l] + ksi_deg27[l]  <=> h[l] + so4[l] + ksi_deg28[l] ','Keratan sulfate degradation',-1000,1000,'(2799.1)','4','3A0000000',176,'3.1.6.14','NCD',"'PMID:3196333,PMID:3689314,PMID:3689315'",,
'S6TASE19ly',"'N-acetylglucosamine-6-sulfatase, lysosomal'",'h2o[l] + ksi_deg30[l]  <=> h[l] + so4[l] + ksi_deg31[l] ','Keratan sulfate degradation',-1000,1000,'(2799.1)','4','3A0000000',176,'3.1.6.14','NCD',"'PMID:3196333,PMID:3689314,PMID:3689315'",,
'S6TASE1ly',"'N-acetylglucosamine-6-sulfatase, lysosomal'",'h2o[l] + hs[l]  <=> h[l] + so4[l] + hs_deg1[l] ','Heparan sulfate degradation',-1000,1000,'(2799.1)','4','3A0000000',176,'3.1.6.14','NCD',"'PMID:3196333,PMID:3689314,PMID:3689315'",,
'S6TASE20ly',"'N-acetylglucosamine-6-sulfatase, lysosomal'",'h2o[l] + ksi_deg33[l]  <=> h[l] + so4[l] + ksi_deg34[l] ','Keratan sulfate degradation',-1000,1000,'(2799.1)','4','3A0000000',176,'3.1.6.14','NCD',"'PMID:3196333,PMID:3689314,PMID:3689315'",,
'S6TASE21ly',"'N-acetylglucosamine-6-sulfatase, lysosomal'",'h2o[l] + ksi_deg36[l]  <=> h[l] + so4[l] + ksi_deg37[l] ','Keratan sulfate degradation',-1000,1000,'(2799.1)','4','3A0000000',176,'3.1.6.14','NCD',"'PMID:3196333,PMID:3689314,PMID:3689315'",,
'S6TASE22ly',"'galactose-6-sulfate sulfatase, lysosomal'",'h2o[l] + ksii_core2_deg1[l]  <=> h[l] + so4[l] + ksii_core2_deg2[l] ','Keratan sulfate degradation',-1000,1000,'(2799.1)','4','3A0000000',176,'3.1.6.4','NCD',"'PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950'",,
'S6TASE23ly',"'N-acetylglucosamine-6-sulfatase, lysosomal'",'h2o[l] + ksii_core2_deg3[l]  <=> h[l] + so4[l] + ksii_core2_deg4[l] ','Keratan sulfate degradation',-1000,1000,'(5476.1) and (2720.1) and (2588.1) and (4758.1)','4','3A0000000',176,'3.1.6.14','NCD',"'PMID:3196333,PMID:3689314,PMID:3689315'",,
'S6TASE24ly',"'N-acetylglucosamine-6-sulfatase, lysosomal'",'h2o[l] + ksii_core2_deg6[l]  <=> h[l] + so4[l] + ksii_core2_deg7[l] ','Keratan sulfate degradation',-1000,1000,'(2799.1)','4','3A0000000',176,'3.1.6.14','NCD',"'PMID:3196333,PMID:3689314,PMID:3689315'",,
'S6TASE25ly',"'galactose-6-sulfate sulfatase, lysosomal'",'h2o[l] + ksii_core4_deg1[l]  <=> h[l] + so4[l] + ksii_core4_deg2[l] ','Keratan sulfate degradation',-1000,1000,'(2799.1)','4','3A0000000',176,'3.1.6.4','NCD',"'PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950'",,
'S6TASE26ly',"'N-acetylglucosamine-6-sulfatase, lysosomal'",'h2o[l] + ksii_core4_deg3[l]  <=> h[l] + so4[l] + ksii_core4_deg4[l] ','Keratan sulfate degradation',-1000,1000,'(5476.1) and (2720.1) and (2588.1) and (4758.1)','4','3A0000000',176,'3.1.6.14','NCD',"'PMID:3196333,PMID:3689314,PMID:3689315'",,
'S6TASE2ly',"'N-acetylglucosamine-6-sulfatase, lysosomal'",'h2o[l] + hs_deg5[l]  <=> h[l] + so4[l] + hs_deg6[l] ','Heparan sulfate degradation',-1000,1000,'(2799.1)','4','3A0000000',176,'3.1.6.14','NCD',"'PMID:3196333,PMID:3689314,PMID:3689315'",,
'S6TASE3ly',"'N-acetylglucosamine-6-sulfatase, lysosomal'",'h2o[l] + hs_deg11[l]  <=> h[l] + so4[l] + hs_deg12[l] ','Heparan sulfate degradation',-1000,1000,'(2799.1)','4','3A0000000',176,'3.1.6.14','NCD',"'PMID:3196333,PMID:3689314,PMID:3689315'",,
'S6TASE4ly',"'N-acetylgalactosamine-6-sulfatase, lysosomal'",'h2o[l] + cs_c[l]  <=> h[l] + so4[l] + cs_c_deg1[l] ','Chondroitin sulfate degradation',-1000,1000,'(2799.1)','4','3A0000000',176,'3.1.6.4','NCD',"'PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950'",,
'S6TASE5ly',"'N-acetylgalactosamine-6-sulfatase, lysosomal'",'h2o[l] + cs_c_deg3[l]  <=> h[l] + so4[l] + cs_c_deg4[l] ','Chondroitin sulfate degradation',-1000,1000,'(5476.1) and (2720.1) and (2588.1) and (4758.1)','4','3A0000000',176,'3.1.6.4','NCD',"'PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950'",,
'S6TASE6ly',"'N-acetylgalactosamine-6-sulfatase, lysosomal'",'h2o[l] + cs_d[l]  <=> h[l] + so4[l] + cs_d_deg1[l] ','Chondroitin sulfate degradation',-1000,1000,'(5476.1) and (2720.1) and (2588.1) and (4758.1)','4','3A0000000',176,'3.1.6.4','NCD',"'PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950'",,
'S6TASE7ly',"'N-acetylgalactosamine-6-sulfatase, lysosomal'",'h2o[l] + cs_d_deg4[l]  <=> h[l] + so4[l] + cs_d_deg5[l] ','Chondroitin sulfate degradation',-1000,1000,'(5476.1) and (2720.1) and (2588.1) and (4758.1)','4','3A0000000',176,'3.1.6.4','NCD',"'PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950'",,
'S6TASE8ly',"'N-acetylgalactosamine-6-sulfatase, lysosomal'",'h2o[l] + cs_e_deg1[l]  <=> h[l] + so4[l] + cs_e_deg2[l] ','Chondroitin sulfate degradation',-1000,1000,'(5476.1) and (2720.1) and (2588.1) and (4758.1)','4','3A0000000',176,'3.1.6.4','NCD',"'PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950'",,
'S6TASE9ly',"'N-acetylgalactosamine-6-sulfatase, lysosomal'",'h2o[l] + cs_e_deg5[l]  <=> h[l] + so4[l] + cs_e_deg6[l] ','Chondroitin sulfate degradation',-1000,1000,'(5476.1) and (2720.1) and (2588.1) and (4758.1)','4','3A0000000',176,'3.1.6.4','NCD',"'PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950'",,
'SACCD3m',"'saccharopine dehydrogenase (NADP, L-lysine forming), mitochondrial'",'h[m] + nadph[m] + akg[m] + lys_L[m]  => h2o[m] + nadp[m] + saccrp_L[m] ','Lysine metabolism',0,1000,'(5476.1) and (2720.1) and (2588.1) and (4758.1)','4','3A0000269',176,'1.5.1.8','MM','PMID:10775527',,
'SACCD4m',"'saccharopine dehydrogenase (NAD, L-glutamate forming), mitochondrial'",'h2o[m] + nadp[m] + saccrp_L[m]  => h[m] + nadph[m] + glu_L[m] + L2aadp6sa[m] ','Lysine metabolism',0,1000,'(10157.1)','4','3A0000269',176,'1.5.1.10','MM','PMID:10775527',,
'SADT','sulfate adenylyltransferase','atp[c] + h[c] + so4[c]  => ppi[c] + aps[c] ','Nucleotide interconversion',0,1000,'(10157.1)','4','3A0000269',176,'2.7.7.4','',"'PMID:11931637,PMID:12716056'",,
'SALMCOM','S-Adenosyl-L-methionine:catechol O-methyltransferase','amet[c] + nrpphr[c]  => h[c] + ahcys[c] + normete_L[c] ','Tyrosine metabolism',0,1000,'(9060.1) or (9061.1)','1','3A0000212',176,'2.1.1.6','SAB','',,
'SALMCOM2','S-Adenosyl-L-methionine:catechol O-methyltransferase','amet[c] + adrnl[c]  => h[c] + ahcys[c] + mepi[c] ','Tyrosine metabolism',0,1000,'(1312.1) or (118881.1) or (1312.2)','2','3A0000254',176,'2.1.1.6','copied SAB&apos;s original NJ','PMID:7897657',,
'SAMHISTA','S-Adenosyl-L-methionine:histamine N-tele-methyltransferase','amet[c] + hista[c]  => h[c] + ahcys[c] + mhista[c] ','Histidine metabolism',0,1000,'(118881.1)','4','3A0000269',176,'2.1.1.8','SAB R02155','PMID:7943261',,
'SARCOXp',"'sarcosine oxidase, peroxisomal'",'o2[x] + h2o[x] + sarcs[x]  => h2o2[x] + gly[x] + fald[x] ',"'Glycine, serine, alanine and threonine metabolism'",0,1000,'(3176.1)','2','3A0000254',176,'1.5.3.1','','PMID:10642506',,
'SARCStex','Sarcosine transport (extracellular to cytosol)','sarcs[e]  => sarcs[c] ',"'Transport, extracellular'",0,1000,'(51268.1)','2','3A0000000',185,'','MM','PMID:5096515',,
'SARCStm','Sarcosine transport (mitochondrial)','sarcs[c]  => sarcs[m] ',"'Transport, mitochondrial'",0,1000,'','1','3A0000000',185,'','MM','',,
'SARCStp','Sarcosine transport (peroxisomal)','sarcs[c]  => sarcs[x] ',"'Transport, peroxisomal'",0,1000,'','1','3A0000000',185,'','MM','',,
'SARDHm','Sarcosine dehydrogenase (m)','fad[m] + sarcs[m] + thf[m]  => fadh2[m] + gly[m] + mlthf[m] ','Urea cycle',0,1000,'','4','3A0000269',176,'1.5.99.2','SAB EC # is questionable overall reaction is questionable','PMID:10444331',,
'SBPP1er',"'sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase), endoplasmic reticulum'",'h2o[r] + sph1p[r]  => pi[r] + sphgn[r] ','Sphingolipid metabolism',0,1000,'(1757.1)','4','3A0000269',176,'','NCD','PMID:12815058',,
'SBPP3er',"'sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase), endoplasmic reticulum'",'h2o[r] + sphs1p[r]  => pi[r] + sphings[r] ','Sphingolipid metabolism',0,1000,'(81537.1)','4','3A0000269',176,'','NCD','PMID:12815058',,
'SBTD_D2','D-sorbitol dehydrogenase (D-fructose producing)','nad[c] + sbt_D[c]  => h[c] + nadh[c] + fru[c] ','Fructose and mannose metabolism',0,1000,'(81537.1)','0','3A0000000',176,'1.1.1.14','NCD','PMID:14965227',,
'SBTR','D-sorbitol reductase','h[c] + nadph[c] + glc_D[c]  => nadp[c] + sbt_D[c] ','Fructose and mannose metabolism',0,1000,'(6652.1)','4','3A0000269',176,'1.1.1.21','',"'PMID:12071861,PMID:9823300'",,
'SCP21x','Sterol carrier protein 2','phytcoa[c]  <=> phytcoa[x] ',"'Transport, peroxisomal'",-1000,1000,'(8574.1) or (10327.1) or (231.1) or (10327.2)','4','3A0000269',185,'',"'intracellular transport, mechanism details not presently known NJ'",'PMID:1703300',,
'SCP22x','Sterol carrier protein 2','dmnoncoa[c]  <=> dmnoncoa[x] ',"'Transport, peroxisomal'",-1000,1000,'(6342.1)','4','3A0000000',185,'',"'intracellular transport, mechanism details not presently known NJ'",'PMID:1703300',,
'SCP2x','peroxisomal thiolase 2','8 coa[x] + 7 dhcholoylcoa[x] + 2 h2o[x] + 3 co2[x]  => 7 dgcholcoa[x] + 8 ppcoa[x] ','Bile acid synthesis',0,1000,'(6342.1)','4','3A0000269',176,'',"'SCP has two transcripts, second isoform specific to peroxisomes, first is specific for cyt and mit need to double check stoichiometry - reaction cofactors (additional coa + release of prop coa) from BM (Roche) Biochemical Pathways version 2 analog added as per KEGG NJ'",'PMID:1703300',,
'SCPx','peroxisomal thiolase 2','coa[x] + cholcoaone[x]  => cholcoa[x] + ppcoa[x] ','Bile acid synthesis',0,1000,'(6342.1)','4','3A0000269',176,'',"'SCP has two transcripts, second isoform specific to peroxisomes, first is specific for cyt and mit need to double check stoichiometry - reaction cofactors (additional coa + release of prop coa) from BM (Roche) Biochemical Pathways NJ'",'',,
'SEAHCYSHYD','Se-Adenosylselenohomocysteine hydrolase','h2o[c] + seahcys[c]  => adn[c] + selhcys[c] ','Selenoamino acid metabolism',0,1000,'(6342.1)','1','3A0000212',176,'3.3.1.1','SAB','',,
'SEAHCYStn','Se-adenosyl-seleno-L-homocysteine nuclear transport','seahcys[c]  <=> seahcys[n] ','Selenoamino acid metabolism',-1000,1000,'(23382.1) or (191.1) or (10768.1) or (10768.2)','1','3A0000000',185,'','SAB based on yeast','',,
'SEASMETtn','Se-adenosyl-seleno-L-methionine nuclear transport','seasmet[c]  <=> seasmet[n] ','Selenoamino acid metabolism',-1000,1000,'','1','3A0000000',185,'','SAB based on yeast AMET transport','',,
'SELADT','selenate adenylyltransferase','atp[c] + h[c] + sel[c]  => ppi[c] + adsel[c] ','Selenoamino acid metabolism',0,1000,'','1','3A0000212',176,'2.7.7.4','SAB','PMID:10679223',,
'SELCYSLY','selenocysteine lyase','dtt[c] + selcys[c]  => h[c] + ala_L[c] + dttOX[c] + seln[c] ','Selenoamino acid metabolism',0,1000,'(9061.1) or (9060.1)','1','3A0000212',176,'4.4.1.16','SAB','PMID:10692412',,
'SELCYSLY2','selenocysteine lyase','pdx5p[c] + selcys[c]  => h[c] + ala_L[c] + pydx5p[c] + seln[c] ','Selenoamino acid metabolism',0,1000,'(51540.1)','4','3A0000269',176,'',"'Added based on PMID: 1483038 - pyridoxal 5 phosphate is required, it is not completely clear however if it is also the reduced/oxidized compound NJ'",'PMID:1483038',,
'SELCYSTGL','selanocystathionine g-lyase','h2o[c] + selcyst[c]  => nh4[c] + 2obut[c] + selcys[c] ','Selenoamino acid metabolism',0,1000,'(51540.1)','4','3A0000269',176,'4.4.1.1','NCD SAB','PMID:6461656',,
'SELCYSTS','selanocystathionine beta-synthase','ser_L[c] + selhcys[c]  => h2o[c] + selcyst[c] ','Selenoamino acid metabolism',0,1000,'(1491.1) or (1491.2)','4','3A0000269',176,'4.2.1.22','NCD SAB','PMID:6461656',,
'SELMETAT','selenomethionine adenosyltransferase','h2o[c] + atp[c] + selmeth[c]  => pi[c] + ppi[c] + seasmet[c] ','Selenoamino acid metabolism',0,1000,'(875.1)','1','3A0000212',176,'2.5.1.6','SAB','',,
'SELNPS','Selenophosphate synthase','h2o[c] + atp[c] + seln[c]  => pi[c] + amp[c] + selnp[c] ','Selenoamino acid metabolism',0,1000,'(4143.1) or (27430.2 and 4144.1) or (27430.1 and 4144.1)','4','3A0000269',176,'2.7.9.3','JLR',"'PMID:6461656,PMID:8811175'",,
'SELt4_3','selenate transport via sodium symport','3 na1[e] + sel[e]  <=> 3 na1[c] + sel[c] ',"'Transport, extracellular'",-1000,1000,'(22929.1) or (22928.1)','4','3A0000269',185,'','NCD',"'PMID:10811962,PMID:11161786'",,
'Ser_Thrtg','Ser/Thr transport (from golgi to lysosome)','Ser_Thr[g]  <=> Ser_Thr[l] ',"'Transport, golgi apparatus'",-1000,1000,'(6561.1)','1','3A0000269',185,'','',"'PMID:10811962,PMID:11161786'",,
'SERALANaEx','L-alanine/L-serine Na-dependent exchange (Ser-L in)','na1[e] + ala_L[c] + ser_L[e]  => na1[c] + ala_L[e] + ser_L[c] ',"'Transport, extracellular'",0,1000,'','4','3A0000269',185,'',"'SAB  see Kanai and Hediger 2004 (2003), PMID 14530974'",'PMID:14530974',,
'SERASNNaEx','L-serine/L-asparagine Na-dependent exchange (Ser-L in)','na1[e] + asn_L[c] + ser_L[e]  => na1[c] + asn_L[e] + ser_L[c] ',"'Transport, extracellular'",0,1000,'(6509.1) or (6510.1)','4','3A0000269',185,'',"'SAB  see Kanai and Hediger 2004 (2003), PMID 14530974'",'PMID:14530974',,
'SERCYSNaEx','L-serine/L-cysteine Na-dependent exchange (Ser-L in)','na1[e] + cys_L[c] + ser_L[e]  => na1[c] + cys_L[e] + ser_L[c] ',"'Transport, extracellular'",0,1000,'(6510.1)','4','3A0000269',185,'',"'SAB  see Kanai and Hediger 2004 (2003), PMID 14530974'",'PMID:14530974',,
'SERDGLNexR','D-Serine/Glutamine reversible exchange','gln_L[c] + ser_D[e]  <=> gln_L[e] + ser_D[c] ',"'Transport, extracellular'",-1000,1000,'(6509.1) or (6510.1)','2','3A0000304',185,'','',"'PMID:10734121,PMID:10863037,PMID:14770310'",,
'SERDGLYexR','D-Serine/Glycine reversible exchange','gly[c] + ser_D[e]  <=> gly[e] + ser_D[c] ',"'Transport, extracellular'",-1000,1000,'(56301.1) and (6520.1)','2','3A0000304',185,'','',"'PMID:10734121,PMID:10863037,PMID:14770310'",,
'SERGLNexR','L-Serine/Glutamine reversible exchange','gln_L[c] + ser_L[e]  <=> gln_L[e] + ser_L[c] ',"'Transport, extracellular'",-1000,1000,'(56301.1) and (6520.1)','2','3A0000304',185,'','',"'PMID:10734121,PMID:10863037,PMID:14770310'",,
'SERGLNNaEx','L-serine/L-glutamine Na-dependent exchange (Ser-L in)','na1[e] + gln_L[c] + ser_L[e]  => na1[c] + gln_L[e] + ser_L[c] ',"'Transport, extracellular'",0,1000,'(56301.1) and (6520.1)','4','3A0000269',185,'',"'SAB  see Kanai and Hediger 2004 (2003), PMID 14530974'",'PMID:14530974',,
'SERGLYexR','L-Serine/Glycine reversible exchange','gly[c] + ser_L[e]  <=> gly[e] + ser_L[c] ',"'Transport, extracellular'",-1000,1000,'(6510.1)','2','3A0000304',185,'','',"'PMID:10734121,PMID:10863037,PMID:14770310'",,
'SERHL','L-Serine hydro-lyase','ser_L[c]  => h2o[c] + 2amac[c] ',"'Glycine, serine, alanine and threonine metabolism'",0,1000,'(56301.1) and (6520.1)','4','3A0000269',176,'','MM','PMID:2674117',,
'SERLYSNaex','Serine/Lysine Na-dependent exchange (Ser in)','na1[e] + ser_L[e] + lys_L[c]  => na1[c] + ser_L[c] + lys_L[e] ',"'Transport, extracellular'",0,1000,'(10993.1)','1','3A0000212',185,'','SAB  see PMID 14770310','PMID:14770310',,
'SERPT','serine C-palmitoyltransferase','h[c] + ser_L[c] + pmtcoa[c]  => co2[c] + 3dsphgn[c] + coa[c] ','Sphingolipid metabolism',0,1000,'(9056.1 and 6519.1)','4','3A0000269',176,'2.3.1.50','NCD','',,
'SERt4','L-serine via sodium symport','na1[e] + ser_L[e]  => na1[c] + ser_L[c] ',"'Transport, extracellular'",0,1000,'(10558.1 and 9517.1)','4','3A0000269',185,'','JLR',"'PMID:10747860,PMID:10891391,PMID:10930503,PMID:11325958,PMID:11342143,PMID:11414754'",,
'SERTHRNaEx','L-serine/L-threonine Na-dependent exchange (Ser-L in)','na1[e] + ser_L[e] + thr_L[c]  => na1[c] + ser_L[c] + thr_L[e] ',"'Transport, extracellular'",0,1000,'(81539.1) or (11254.1) or (54407.1) or (55089.1)','4','3A0000269',185,'',"'SAB  see Kanai and Hediger 2004 (2003), PMID 14530974'",'PMID:14530974',,
'SERtN1',"'Serine transport (Na, H coupled)'",'h[c] + 2 na1[e] + ser_L[e]  <=> h[e] + 2 na1[c] + ser_L[c] ',"'Transport, extracellular'",-1000,1000,'(6509.1) or (6510.1)','4','3A0000269',185,'','SAB based on PMID 12845534','PMID:12845534',,
'SERtp',"'L-serine transport, peroxisomal'",'ser_L[c]  <=> ser_L[x] ',"'Transport, peroxisomal'",-1000,1000,'(92745.1)','2','3A0000000',185,'','MM','PMID:10347152',,
'SFGTH','S-Formylglutathione hydralase','h2o[c] + Sfglutth[c]  <=> h[c] + for[c] + gthrd[c] ','Tyrosine metabolism',-1000,1000,'','4','3A0000269',176,'3.1.2.12','NCD',"'PMID:4436331,PMID:8460164'",,
'SGALSIDEtg','sgalside hs intracellular transport','sgalside_hs[c]  <=> sgalside_hs[g] ',"'Transport, golgi apparatus'",-1000,1000,'(2098.1)','1','3A0000000',185,'','unknown mechanism for transport - however must get to other intracellular compartments (e.g. lysosome for degradation) NJ','',,
'SGALSIDEtl','sgalside hs intracellular transport','sgalside_hs[c]  <=> sgalside_hs[l] ',"'Transport, lysosomal'",-1000,1000,'','1','3A0000000',185,'','unknown mechanism for transport - however must get to other intracellular compartments (e.g. lysosome for degradation) NJ','',,
'SGPL11r','Sphingosine-1-phosphate lyase 1','sph1p[r]  => ethamp[r] + hxdcal[r] ','Sphingolipid metabolism',0,1000,'','4','3A0000269',176,'4.1.2.27','NJ',"'PMID:11018465,PMID:14570870'",,
'SGPL12r','Sphingosine-1-phosphate lyase','h2o[r] + sphs1p[r]  => h[r] + ethamp[r] + hdca[r] ','Sphingolipid metabolism',0,1000,'(8879.1)','2','3A0000304',176,'4.1.2.27',"'SGPL1 gene as per GeneCards states that hexadecanal is produced - the only way to do this and to maintain charge balance would be to have H2 gas as substrate - remarkably implausible. Due to lack of information to indicate otherwise, added water to breakdown components into ethamp and palmitate NJ'","'PMID:11018465,PMID:14570870'",,
'SIAASE','sialidase','2 h2o[c] + s2l2n2m2mn[c]  => 2 acnam[c] + l2n2m2mn[c] ','N-glycan degradation',0,1000,'(8879.1)','0','3A0000000',176,'3.2.1.18','NCD','PMID:10191093',,
'SIAASE2ly',"'sialidase, lysosomal'",'h2o[l] + ksi_deg3[l]  => acnam[l] + ksi_deg4[l] ','Keratan sulfate degradation',0,1000,'(4759.1) or (129807.1)','4','3A0000000',176,'3.2.1.18','NCD',"'PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950'",,
'SIAASE3ly',"'sialidase, lysosomal'",'h2o[l] + ksii_core2[l]  => acnam[l] + ksii_core2_deg1[l] ','Keratan sulfate degradation',0,1000,'(5476.1) and (2720.1) and (2588.1) and (4758.1)','4','3A0000000',176,'3.2.1.18','NCD',"'PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950'",,
'SIAASE4ly',"'sialidase, lysosomal'",'h2o[l] + ksii_core4[l]  => acnam[l] + ksii_core4_deg1[l] ','Keratan sulfate degradation',0,1000,'(5476.1) and (2720.1) and (2588.1) and (4758.1)','4','3A0000000',176,'3.2.1.18','NCD',"'PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950'",,
'SIAASEly',"'sialidase, lysosomal'",'2 h2o[l] + s2l2n2m2mn[l]  => 2 acnam[l] + l2n2m2mn[l] ','N-glycan degradation',0,1000,'(5476.1) and (2720.1) and (2588.1) and (4758.1)','4','3A0000000',176,'3.2.1.18','NCD',"'PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950'",,
'SIAT4Bg',"'Beta-galactoside alpha-2,3-sialyltransferase, Golgi apparatus'",'galgbside_hs[g] + cmpacna[g]  => h[g] + cmp[g] + acngalgbside_hs[g] ','Sphingolipid metabolism',0,1000,'(5476.1) and (2720.1) and (2588.1) and (4758.1)','4','3A0000269',176,'2.4.99.4','NJ','PMID:9266697',,
'SIAT9g',"'Lactosylceramide alpha-2,3-sialyltransferase, Golgi apparatus'",'galgluside_hs[g] + cmpacna[g]  => h[g] + cmp[g] + gm3_hs[g] ','Sphingolipid metabolism',0,1000,'(6483.1)','4','3A0000000',176,'2.4.99.9','NJ','PMID:9822625',,
'sink_citr(c)','citrulline sink','citr_L[c]  <=> ','Exchange/demand reaction',0,1000,'(8869.1)','1','3A0000000',176,'2.4.99.9','','PMID:9822625',,
'sink_pre_prot(r)','glycophosphatidylinositol (GPI)-anchored protein precursor sink','pre_prot[r]  <=> ','Exchange/demand reaction',-1,1000,'','1','3A0000000',185,'2.4.99.9','','PMID:9822625',,
'SLCBK1','sphingolipid long chain base kinase (sphinganine)','atp[c] + sphgn[c]  => adp[c] + h[c] + sph1p[c] ','Sphingolipid metabolism',0,1000,'','4','3A0000269',176,'','NCD','PMID:10751414',,
'SLDt','L-sulfolactate transport (cytosol to extracellular)','sl_L[c]  => sl_L[e] ','Methionine and cysteine metabolism',0,1000,'(56848.1)','2','3A0000000',185,'','MM','PMID:15758220',,
'SLDx','L-sulfolactate dehydrogenase (NAD+)','nad[c] + sl_L[c]  <=> h[c] + nadh[c] + 3spyr[c] ','Methionine and cysteine metabolism',-1000,1000,'','2','3A0000304',176,'1.1.1.272','AMF EC: 1.1.1.272',"'PMID:15758220,PMID:3346220'",,
'SLDxm',"'L-sulfolactate dehydrogenase (NAD+), mitochondrial'",'nad[m] + sl_L[m]  <=> h[m] + nadh[m] + 3spyr[m] ','Methionine and cysteine metabolism',-1000,1000,'(4190.1) or (130752.1)','2','3A0000304',176,'1.1.1.37','AMF EC: 1.1.1.272',"'PMID:15758220,PMID:3346220'",,
'SMPD3g',"'sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)'",'h2o[g] + sphmyln_hs[g]  => h[g] + crm_hs[g] + cholp[g] ','Sphingolipid metabolism',0,1000,'(4191.1)','2','3A0000304',176,'','NJ','',,
'SMPD3l',"'sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)'",'h2o[l] + sphmyln_hs[l]  => h[l] + crm_hs[l] + cholp[l] ','Sphingolipid metabolism',0,1000,'(55512.1) or (55512.2)','4','3A0000269',176,'','NJ','PMID:10823942',,
