reaction_id,reaction_abbreviation,reaction_name,reaction_reversible,reaction_formula,reaction_formula_w/name,Conifdence score
3622,UDPGLCtg,UDP-Glc Golgi transport via CMP antiport,1,udpg[c] + ump[g]  <=> ump[c] + udpg[g] ,UDPglucose+UMP <  = > UMP+UDPglucose,4
3623,UDPGLDCg,"UDP-D-glucuronate decarboxylase, Golgi apparatus",0,h[g] + udpglcur[g]  => co2[g] + udpxyl[g] ,proton+UDP-D-glucuronate = > carbon dioxide+UDP-alpha-D-xylose(2-),4
3624,UDPGNP,UDPglucuronate uridine-diphosphohydrolase,0,h2o[c] + udpglcur[c]  => h[c] + udp[c] + glcur[c] ,Water+UDP-D-glucuronate = > proton+UDP+D-glucuronate,2
3625,UDPGP,UDPglucose pyrophosphohydrolase,0,h2o[c] + udpg[c]  => 2 h[c] + g1p[c] + ump[c] ,Water+UDPglucose = > 2proton+D-Glucose 1-phosphate+UMP,0
3626,UDPtl,udp intracellular transport,1,udp[c]  <=> udp[l] ,UDP <  = > UDP,1
3627,UDPXYLter,UDP-Xyl endoplasmic reticular transport via CMP antiport,1,ump[r] + udpxyl[c]  <=> ump[c] + udpxyl[r] ,UMP+UDP-alpha-D-xylose(2-) <  = > UMP+UDP-alpha-D-xylose(2-),2
3628,UDPXYLtg,UDP-Xyl Golgi transport via CMP antiport,1,ump[g] + udpxyl[c]  <=> ump[c] + udpxyl[g] ,UMP+UDP-alpha-D-xylose(2-) <  = > UMP+UDP-alpha-D-xylose(2-),4
3629,UGALGTg,"UDPgalactose:D-glucose 4-beta-D-galactosyltransferase, Golgi apparatus",0,udpgal[g] + glc_D[g]  => h[g] + udp[g] + lcts[g] ,UDP-D-galactose(2-)+D-glucose = > proton+UDP+Lactose,4
3630,UGALNACter,UDP-GalNAc endoplasmic reticulum transport via CMP antiport,1,ump[r] + udpacgal[c]  <=> ump[c] + udpacgal[r] ,UMP+UDP-N-acetyl-D-galactosamine(2-) <  = > UMP+UDP-N-acetyl-D-galactosamine(2-),4
3631,UGALNACtg,UDP-GalNAc Golgi transport via CMP antiport,1,ump[g] + udpacgal[c]  <=> udpacgal[g] + ump[c] ,UMP+UDP-N-acetyl-D-galactosamine(2-) <  = > UDP-N-acetyl-D-galactosamine(2-)+UMP,4
3632,UGCG,Ceramide glucosyltransferase,0,crm_hs[r] + udpg[r]  => h[r] + gluside_hs[r] + udp[r] ,N-acylsphingosine+UDPglucose = > proton+D-glucosyl-N-acylsphingosine+UDP,4
3633,UGLCNACtg,UDP-GlcNAc Golgi transport via CMP antiport,1,uacgam[c] + ump[g]  <=> uacgam[g] + ump[c] ,UDP-N-acetyl-alpha-D-glucosamine(2-)+UMP <  = > UDP-N-acetyl-alpha-D-glucosamine(2-)+UMP,4
3634,UGLT,UDPglucose--hexose-1-phosphate uridylyltransferase,1,gal1p[c] + udpg[c]  <=> udpgal[c] + g1p[c] ,"(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl phosphate+UDPglucose <  = > UDP-D-galactose(2-)+D-Glucose 1-phosphate",0
3635,UGT1A10r,"UDP-glucuronosyltransferase 1-10 precursor, microsomal",1,bilirub[r] + 2 h[r] + udpglcur[r]  <=> bilglcur[r] + udp[r] ,bilirubin(2-)+2proton+UDP-D-glucuronate <  = > mono(glucosyluronic acid)bilirubin(2-)+UDP,1
3636,UGT1A1r,"UDP-glucuronosyltransferase 1-10 precursor, microsomal",0,estrone[r] + udpglcur[r]  => estroneglc[r] + udp[r] ,estrone+UDP-D-glucuronate = > estrone 3-glucosiduronic acid+UDP,4
3637,UGT1A2r,"UDP-glucuronosyltransferase 1-10 precursor, microsomal",0,bilirub[r] + 2 udpglcur[r]  => bildglcur[r] + 2 udp[r] ,bilirubin(2-)+2UDP-D-glucuronate = > bis(beta-glucosyluronate)bilirubin+2UDP,4
3638,UGT1A3r,"UDP-glucuronosyltransferase 1-10 precursor, microsomal",0,andrstrn[r] + udpglcur[r]  => andrstrnglc[r] + udp[r] ,androsterone+UDP-D-glucuronate = > androsterone 3-glucosiduronic acid+UDP,4
3639,UGT1A4r,"UDP-glucuronosyltransferase 1-10 precursor, microsomal",0,tststerone[r] + udpglcur[r]  => udp[r] + tststeroneglc[r] ,testosterone+UDP-D-glucuronate = > UDP+testosterone 3-glucosiduronic acid,4
3640,UGT1A5r,"UDP-glucuronosyltransferase 1-10 precursor, microsomal",0,retn[r] + udpglcur[r]  => udp[r] + retnglc[r] ,all-trans-retinoate+UDP-D-glucuronate = > UDP+retinoyl glucuronide,4
3641,UGT1A5r2,"UDP-glucuronosyltransferase 1-10 precursor, microsomal (13-cis)",0,13_cis_retn[r] + udpglcur[r]  => udp[r] + 13_cis_retnglc[r] ,13-cis-retinoate+UDP-D-glucuronate = > UDP+13-cis-retinoyl glucuronide,2
3642,UGT1A6r,"UDP-glucuronosyltransferase 1-10 precursor, microsomal",0,estradiol[r] + udpglcur[r]  => estradiolglc[r] + udp[r] ,estradiol+UDP-D-glucuronate = > 17beta-estradiol 3-glucosiduronic acid+UDP,4
3643,UGT1A7r,"UDP-glucuronosyltransferase 1-10 precursor, microsomal",0,udpglcur[r] + ahandrostan[r]  => ahandrostanglc[r] + udp[r] ,UDP-D-glucuronate+3alpha-hydroxy-5beta-androstan-17-one = > 3alpha-hydroxy-5beta-androstan-17-one 3-glucosiduronic acid+UDP,4
3644,UGT1A8r,"UDP-glucuronosyltransferase 1-10 precursor, microsomal",0,estriol[r] + udpglcur[r]  => estriolglc[r] + udp[r] ,estriol+UDP-D-glucuronate = > 16-Glucuronide-estriol+UDP,4
3645,UGT1A9r,"UDP-glucuronosyltransferase 1-10 precursor, microsomal",0,5adtststerone[r] + udpglcur[r]  => 5adtststeroneglc[r] + udp[r] ,17beta-hydroxy-5alpha-androstan-3-one+UDP-D-glucuronate = > 5alpha-Dihydrotestosterone glucuronide+UDP,4
3646,UMPK,UMP kinase,1,atp[c] + ump[c]  <=> adp[c] + udp[c] ,ATP+UMP <  = > ADP+UDP,4
3647,UMPK2,UMP kinase (CTP),1,ctp[c] + ump[c]  <=> udp[c] + cdp[c] ,CTP+UMP <  = > UDP+CDP,4
3648,UMPK2n,"UMP kinase (CTP),nuclear",1,ctp[n] + ump[n]  <=> cdp[n] + udp[n] ,CTP+UMP <  = > CDP+UDP,4
3649,UMPK3,UMP kinase (UTP),1,utp[c] + ump[c]  <=> 2 udp[c] ,UTP+UMP <  = > 2UDP,4
3650,UMPK3n,"UMP kinase (UTP),nuclear",1,utp[n] + ump[n]  <=> 2 udp[n] ,UTP+UMP <  = > 2UDP,4
3651,UMPK4,UMP kinase (GTP),1,gtp[c] + ump[c]  <=> udp[c] + gdp[c] ,GTP+UMP <  = > UDP+GDP,4
3652,UMPK4n,"UMP kinase (GTP),nuclear",1,gtp[n] + ump[n]  <=> udp[n] + gdp[n] ,GTP+UMP <  = > UDP+GDP,4
3653,UMPK5,UMP kinase (dATP),1,datp[c] + ump[c]  <=> udp[c] + dadp[c] ,dATP+UMP <  = > UDP+dADP,4
3654,UMPK5n,"UMP kinase (dATP),nuclear",1,datp[n] + ump[n]  <=> dadp[n] + udp[n] ,dATP+UMP <  = > dADP+UDP,4
3655,UMPK6,UMP kinase (dCTP),1,dctp[c] + ump[c]  <=> udp[c] + dcdp[c] ,dCTP+UMP <  = > UDP+dCDP,4
3656,UMPK6n,"UMP kinase (dCTP),nuclear",1,dctp[n] + ump[n]  <=> dcdp[n] + udp[n] ,dCTP+UMP <  = > dCDP+UDP,4
3657,UMPK7,UMP kinase (dGTP),1,dgtp[c] + ump[c]  <=> udp[c] + dgdp[c] ,dGTP+UMP <  = > UDP+dGDP,4
3658,UMPK7n,"UMP kinase (dGTP),nuclear",1,dgtp[n] + ump[n]  <=> dgdp[n] + udp[n] ,dGTP+UMP <  = > dGDP+UDP,4
3659,UMPKm,"UMP kinase (mitochondrial, ATP)",1,atp[m] + ump[m]  <=> adp[m] + udp[m] ,ATP+UMP <  = > ADP+UDP,1
3660,UMPKn,"UMP kinase, nuclear",1,atp[n] + ump[n]  <=> udp[n] + adp[n] ,ATP+UMP <  = > UDP+ADP,4
3661,UMPtr,UMP transport (ER),1,ump[c]  <=> ump[r] ,UMP <  = > UMP,1
3662,UNK2, 2-keto-4-methylthiobutyrate transamination,0,2 h[c] + gln_L[c] + 2kmb[c]  => glu_L[c] + met_L[c] ,2proton+L-glutamine+2-keto-4-methylthiobutyrate = > L-glutamate(1-)+L-methionine,2
3663,UNK3, 2-keto-4-methylthiobutyrate transamination,0,glu_L[c] + 2kmb[c]  => akg[c] + met_L[c] ,L-glutamate(1-)+2-keto-4-methylthiobutyrate = > 2-Oxoglutarate+L-methionine,2
3664,UPP3S,uroporphyrinogen-III synthase,0,hmbil[c]  => h2o[c] + uppg3[c] ,Hydroxymethylbilane = > Water+Uroporphyrinogen III,0
3665,UPPDC1,uroporphyrinogen decarboxylase (uroporphyrinogen III),0,4 h[c] + uppg3[c]  => 4 co2[c] + cpppg3[c] ,4proton+Uroporphyrinogen III = > 4carbon dioxide+Coproporphyrinogen III,4
3666,UPPN,b-ureidopropionase,0,h2o[c] + 2 h[c] + cala[c]  => nh4[c] + co2[c] + ala_B[c] ,Water+2proton+N-carbamoyl-beta-alaninate = > Ammonium+carbon dioxide+beta-alanine,4
3667,URAt,uracil transport via facilated diffusion,1,ura[e]  <=> ura[c] ,uracil <  = > uracil,4
3668,URATEt,urate export from cytosol,0,urate[c]  => urate[e] ,Urate = > Urate,2
3669,URATEtx,urate export from peroxisome,0,urate[x]  => urate[c] ,Urate = > Urate,2
3670,URCN,URCN,0,h2o[c] + urcan[c]  => 4izp[c] ,Water+Urocanate = > 4-Imidazolone-5-propanoate,4
3671,UREAt,Urea transport via facilitate diffusion,1,urea[e]  <=> urea[c] ,Urea <  = > Urea,4
3672,UREAt5,"urea, water cotransport",1,h2o[e] + urea[e]  <=> h2o[c] + urea[c] ,Water+Urea <  = > Water+Urea,4
3673,UREAtm,Urea transport via diffusion,1,urea[c]  <=> urea[m] ,Urea <  = > Urea,2
3674,URIDK2m,"uridylate kinase (dUMP), mitochondrial",1,atp[m] + dump[m]  <=> adp[m] + dudp[m] ,ATP+dUMP <  = > ADP+dUDP,1
3675,URIK1,uridine kinase (ATP:Uridine),0,atp[c] + uri[c]  => adp[c] + h[c] + ump[c] ,ATP+Uridine = > ADP+proton+UMP,4
3676,URIt,uridine facilated transport in cytosol,1,uri[e]  <=> uri[c] ,Uridine <  = > Uridine,4
3677,URIt4,uridine transport in via sodium symport,0,na1[e] + uri[e]  => na1[c] + uri[c] ,Sodium+Uridine = > Sodium+Uridine,4
3678,Uritl,uridine facilated transport from lysosome,1,uri[l]  <=> uri[c] ,Uridine <  = > Uridine,4
3679,Uritm,uridine facilated transport in mitochondria,1,uri[c]  <=> uri[m] ,Uridine <  = > Uridine,4
3680,Uritn,uridine  transport in nucleus,1,uri[c]  <=> uri[n] ,Uridine <  = > Uridine,2
3681,UROLACer,"uronolactonase, endoplasmic reticulum",1,h[r] + glcur[r]  <=> h2o[r] + glac[r] ,"proton+D-glucuronate <  = > Water+D-glucurono-6,3-lactone",1
3682,UTPtn,UTP diffusion in nucleus,1,utp[c]  <=> utp[n] ,UTP <  = > UTP,2
3683,VACCCPT1,carnitine O-palmitoyltransferase,0,crn[c] + vacccoa[c]  => coa[c] + vacccrn[c] ,L-Carnitine+vaccenyl coenzyme A = > Coenzyme A+Vaccenyl carnitine,4
3684,VACCCPT2,carnitine transferase,0,coa[m] + vacccrn[m]  => crn[m] + vacccoa[m] ,Coenzyme A+Vaccenyl carnitine = > L-Carnitine+vaccenyl coenzyme A,4
3685,VACCCRNt,transport into the mitochondria (carnitine),0,vacccrn[c]  => vacccrn[m] ,Vaccenyl carnitine = > Vaccenyl carnitine,4
3686,VACCt,fatty acid transport via diffusion,1,vacc[e]  <=> vacc[c] ,trans-vaccenate <  = > trans-vaccenate,2
3687,VALt4,L-valine transport in via sodium symport,0,na1[e] + val_L[e]  => na1[c] + val_L[c] ,Sodium+L-valine = > Sodium+L-valine,2
3688,VALt5m,Valine reversible mitochondrial transport,1,val_L[c]  <=> val_L[m] ,L-valine <  = > L-valine,4
3689,VALTA,valine transaminase,1,akg[c] + val_L[c]  <=> glu_L[c] + 3mob[c] ,2-Oxoglutarate+L-valine <  = > L-glutamate(1-)+3-methyl-2-oxobutanoate,4
3690,VALTAm,"valine transaminase, mitochondiral",1,akg[m] + val_L[m]  <=> glu_L[m] + 3mob[m] ,2-Oxoglutarate+L-valine <  = > L-glutamate(1-)+3-methyl-2-oxobutanoate,4
3691,VALtec,L-valine transport via diffusion (extracellular to cytosol),1,val_L[e]  <=> val_L[c] ,L-valine <  = > L-valine,4
3692,VD3,Vitamin D3 formation,1,pd3[c]  <=> vitd3[c] ,Previtamin D3 <  = > calciol,4
3693,VITD2Hm,Vitamin D-25-hydroxylase (D2),0,h[m] + nadph[m] + o2[m] + vitd2[m]  => h2o[m] + nadp[m] + 25hvitd2[m] ,proton+Nicotinamide adenine dinucleotide phosphate - reduced+O2+vitamin D2 = > Water+Nicotinamide adenine dinucleotide phosphate+25-Hydroxyvitamin D2,4
3694,VITD2t,Vitamin D2 release,0,vitd2[c]  => vitd2[e] ,vitamin D2 = > vitamin D2,2
3695,VITD2tm,Vitamin D2 transport from mitochondria,1,vitd2[m]  <=> vitd2[c] ,vitamin D2 <  = > vitamin D2,2
3696,VITD3Hm,Vitamin D-25-hydroxylase (D3),0,h[m] + nadph[m] + o2[m] + vitd3[m]  => h2o[m] + nadp[m] + 25hvitd3[m] ,proton+Nicotinamide adenine dinucleotide phosphate - reduced+O2+calciol = > Water+Nicotinamide adenine dinucleotide phosphate+calcidiol,4
3697,VITD3t,Vitamin D3 release,0,vitd3[c]  => vitd3[e] ,calciol = > calciol,2
3698,VITD3t2,Vitamin D3 uptake,0,vitd3[e]  => vitd3[c] ,calciol = > calciol,2
3699,VITD3tm,Vitamin D3 transport from mitochondria,0,vitd3[m]  => vitd3[c] ,calciol = > calciol,2
3700,VITD3tm3,Vitamin D3 transport in mitochondria,0,vitd3[c]  => vitd3[m] ,calciol = > calciol,2
3701,VLCS2p,Very-long-chain-fatty-acid-CoA ligase,0,coa[x] + atp[x] + dhcholestanate[x]  => dhcholestancoa[x] + amp[x] + ppi[x] ,"Coenzyme A+ATP+3alpha,7alpha-Dihydroxy-5beta-cholestanate = > 3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA+AMP+Diphosphate",2
3702,VLCS2r,Very-long-chain-fatty-acid-CoA ligase,0,atp[r] + coa[r] + dhcholestanate[r]  => dhcholestancoa[r] + amp[r] + ppi[r] ,"ATP+Coenzyme A+3alpha,7alpha-Dihydroxy-5beta-cholestanate = > 3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA+AMP+Diphosphate",2
3703,VLCSp,Very-long-chain-fatty-acid-CoA ligase,0,coa[x] + atp[x] + thcholstoic[x]  => cholcoar[x] + amp[x] + ppi[x] ,"Coenzyme A+ATP+3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate = > (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA(4-)+AMP+Diphosphate",4
3704,VLCSr,Very-long-chain-fatty-acid-CoA ligase,0,atp[r] + coa[r] + thcholstoic[r]  => cholcoar[r] + amp[r] + ppi[r] ,"ATP+Coenzyme A+3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate = > (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA(4-)+AMP+Diphosphate",4
3705,WHDDCAte,xenobiotic transport,1,whddca[e]  <=> whddca[c] ,omega hydroxy dodecanoate (n-C12:0) <  = > omega hydroxy dodecanoate (n-C12:0),2
3706,WHHDCAte,xenobiotic transport,1,whhdca[e]  <=> whhdca[c] ,omega hydroxy hexadecanoate (n-C16:0) <  = > omega hydroxy hexadecanoate (n-C16:0),2
3707,WHTSTSTERONEte,omega hydroxy testosterone transport,1,whtststerone[c]  <=> whtststerone[e] ,w hydroxy testosterone <  = > w hydroxy testosterone,1
3708,WHTTDCAte,xenobiotic transport,1,whttdca[e]  <=> whttdca[c] ,omega hydroxy tetradecanoate (n-C14:0) <  = > omega hydroxy tetradecanoate (n-C14:0),2
3709,XANDp,"xanthine dehydrogenase, peroxisomal",0,nad[x] + h2o[x] + xan[x]  => h[x] + nadh[x] + urate[x] ,Nicotinamide adenine dinucleotide+Water+Xanthine = > proton+Nicotinamide adenine dinucleotide - reduced+Urate,4
3710,XANtx,xanthine diffusion in peroxisome,0,xan[c]  => xan[x] ,Xanthine = > Xanthine,2
3711,XAO2x,xanthine oxidase,0,o2[x] + h2o[x] + hxan[x]  => h2o2[x] + xan[x] ,O2+Water+Hypoxanthine = > Hydrogen peroxide+Xanthine,4
3712,XAOx,"xanthine  oxidase,peroxisomal",0,o2[x] + h2o[x] + xan[x]  => h2o2[x] + urate[x] ,O2+Water+Xanthine = > Hydrogen peroxide+Urate,4
3713,XOL27OHtm,27 hydroxy cholesterol transport,1,xol27oh[r]  <=> xol27oh[m] ,26-hydroxycholesterol <  = > 26-hydroxycholesterol,1
3714,XOL7AH2tm,"lipid, flip-flop intracellular transport",1,xol7ah2[c]  <=> xol7ah2[m] ,"5beta-cholestane-3alpha,7alpha-diol <  = > 5beta-cholestane-3alpha,7alpha-diol",2
3715,XOL7AH2tr,"lipid, flip-flop intracellular transport",1,xol7ah2[c]  <=> xol7ah2[r] ,"5beta-cholestane-3alpha,7alpha-diol <  = > 5beta-cholestane-3alpha,7alpha-diol",2
3716,XOL7AONEtr,"lipid, flip-flop intracellular transport",1,xol7aone[c]  <=> xol7aone[r] ,7alpha-hydroxycholest-4-en-3-one <  = > 7alpha-hydroxycholest-4-en-3-one,2
3717,XOLDIOLONEt,"lipid, flip-flop intracellular transport",1,xoldiolone[c]  <=> xoldiolone[r] ,"7alpha,12alpha-Dihydroxycholest-4-en-3-one <  = > 7alpha,12alpha-Dihydroxycholest-4-en-3-one",2
3718,XOLDIOLONEtm,"lipid, flip-flop intracellular transport",1,xoldiolone[m]  <=> xoldiolone[r] ,"7alpha,12alpha-Dihydroxycholest-4-en-3-one <  = > 7alpha,12alpha-Dihydroxycholest-4-en-3-one",2
3719,XOLEST2te,cholesterol ester transporter,1,xolest2_hs[e]  <=> xolest2_hs[c] ,cholesterol ester <  = > cholesterol ester,2
3720,XOLESTte,cholesterol ester transporter,1,xolest_hs[e]  <=> xolest_hs[c] ,cholesterol ester <  = > cholesterol ester,2
3721,XOLTRI24tc,24 trihydroxy cholesterol transport,1,xoltri24[r]  <=> xoltri24[c] ,"(24S)-7alpha,24-dihydroxycholesterol <  = > (24S)-7alpha,24-dihydroxycholesterol",1
3722,XOLTRI24te,24 trihydroxy cholesterol transport,1,xoltri24[c]  <=> xoltri24[e] ,"(24S)-7alpha,24-dihydroxycholesterol <  = > (24S)-7alpha,24-dihydroxycholesterol",1
3723,XOLTRI25tc,25 trihydroxy cholesterol transport,1,xoltri25[r]  <=> xoltri25[c] ,"7alpha,25-dihydroxycholesterol <  = > 7alpha,25-dihydroxycholesterol",1
3724,XOLTRI25te,25 trihydroxy cholesterol transport,1,xoltri25[c]  <=> xoltri25[e] ,"7alpha,25-dihydroxycholesterol <  = > 7alpha,25-dihydroxycholesterol",1
3725,XOLTRI27tc,27 trihydroxy cholesterol transport,1,xoltri27[r]  <=> xoltri27[c] ,"7alpha,26-dihydroxycholesterol <  = > 7alpha,26-dihydroxycholesterol",1
3726,XOLTRI27te,27 trihydroxy cholesterol transport,1,xoltri27[c]  <=> xoltri27[e] ,"7alpha,26-dihydroxycholesterol <  = > 7alpha,26-dihydroxycholesterol",1
3727,XOLTRIOLtm,"lipid, flip-flop intracellular transport",1,xoltriol[c]  <=> xoltriol[m] ,"5beta-cholestane-3alpha,7alpha,12alpha-triol <  = > 5beta-cholestane-3alpha,7alpha,12alpha-triol",2
3728,XOLTRIOLtr,"lipid, flip-flop intracellular transport",1,xoltriol[c]  <=> xoltriol[r] ,"5beta-cholestane-3alpha,7alpha,12alpha-triol <  = > 5beta-cholestane-3alpha,7alpha,12alpha-triol",2
3729,XSERtg,Xyl-L-Ser (protein) transport from endoplasmic reticulum to Golgi apparatus,0,xser[r]  => xser[g] ,Xyl-L-Ser (protein) = > Xyl-L-Ser (protein),1
3730,XYLK,xylulokinase,0,atp[c] + xylu_D[c]  => adp[c] + h[c] + xu5p_D[c] ,ATP+D-xylulose = > ADP+proton+D-xylulose 5-phosphate(2-),4
3731,XYLt,D-xylose reversible transport,1,xyl_D[e]  <=> xyl_D[c] ,aldehydo-D-xylose <  = > aldehydo-D-xylose,4
3732,XYLTD_Dr,xylitol dehydrogenase (D-xyulose-forming),1,nad[c] + xylt[c]  <=> h[c] + nadh[c] + xylu_D[c] ,Nicotinamide adenine dinucleotide+xylitol <  = > proton+Nicotinamide adenine dinucleotide - reduced+D-xylulose,2
3733,XYLTer,"UDP-xylose:protein xylosyltransferase, endoplasmic reticulum",0,udpxyl[r] + Ser_Gly_Ala_X_Gly[r]  => h[r] + udp[r] + xser[r] ,UDP-alpha-D-xylose(2-)+protein-linked serine residue (glycosaminoglycan attachment site) = > proton+UDP+Xyl-L-Ser (protein),4
3734,XYLtly,Xylose efflux from lysosome,0,xyl_D[l]  => xyl_D[c] ,aldehydo-D-xylose = > aldehydo-D-xylose,1
3735,XYLTt,Xylitol transport via passive diffusion,1,xylt[e]  <=> xylt[c] ,xylitol <  = > xylitol,1
3736,XYLUR,xylulose reductase,1,h[c] + nadph[c] + xylu_L[c]  <=> nadp[c] + xylt[c] ,proton+Nicotinamide adenine dinucleotide phosphate - reduced+L-xylulose <  = > Nicotinamide adenine dinucleotide phosphate+xylitol,4
3737,YVITEt,gamma-Tocopherol (Vit. E) transport,0,yvite[e]  => yvite[c] ,gamma-tocopherol = > gamma-tocopherol,2
3738,EX_4abutn(e),Exchange of 4-ammoniobutanal,1,4abutn[e]  <=> ,4-Aminobutanal <  = > ,1
3739,EX_acmana(e),Exchange of N-acetyl-D-mannosamine,1,acmana[e]  <=> ,N-acetyl-D-mannosamine <  = > ,1
3740,EX_ahdt(e),"Exchange of 7,8-dihydroneopterin 3-triphosphate(4-)",1,ahdt[e]  <=> ,"7,8-dihydroneopterin 3'-triphosphate(4-) <  = > ",1
3741,EX_ctp(e),Exchange of CTP(4-),1,ctp[e]  <=> ,CTP <  = > ,1
3742,EX_dgmp(e),Exchange of dGMP(2-),1,dgmp[e]  <=> ,dGMP <  = > ,1
3743,EX_dgtp(e),Exchange of dGTP,1,dgtp[e]  <=> ,dGTP <  = > ,1
3744,EX_dha(e),Exchange of glycerone,1,dha[e]  <=> ,glycerone <  = > ,1
3745,EX_dhap(e),Exchange of glycerone phosphate(2-),1,dhap[e]  <=> ,Dihydroxyacetone phosphate <  = > ,1
3746,EX_dtmp(e),Exchange of dTMP(2-),1,dtmp[e]  <=> ,dTMP <  = > ,1
3747,EX_dttp(e),Exchange of dTTP(4-),1,dttp[e]  <=> ,dTTP <  = > ,1
3748,EX_fad(e),Exchange of Flavin adenine dinucleotide oxidized,1,fad[e]  <=> ,Flavin adenine dinucleotide oxidized <  = > ,1
3749,EX_fald(e),Exchange of formaldehyde,1,fald[e]  <=> ,formaldehyde <  = > ,1
3750,EX_g1p(e),Exchange of alpha-D-glucose 1-phosphate(2-),1,g1p[e]  <=> ,D-Glucose 1-phosphate <  = > ,1
3751,EX_HC00229(e),Exchange of Isomaltose,1,HC00229[e]  <=> ,Isomaltose <  = > ,1
3752,EX_HC00250(e),Exchange of hydrosulfide,1,HC00250[e]  <=> ,hydrosulfide <  = > ,1
3753,EX_HC01104(e),Exchange of 4-nitrophenyl phosphate(2-),1,HC01104[e]  <=> ,4-nitrophenyl phosphate(2-) <  = > ,1
3754,EX_HC01361(e),Exchange of Dihydroneopterin,1,HC01361[e]  <=> ,Dihydroneopterin <  = > ,1
3755,EX_HC01440(e),Exchange of 3-Keto-beta-D-galactose,1,HC01440[e]  <=> ,3-Keto-beta-D-galactose <  = > ,1
3756,EX_HC01441(e),Exchange of Lactose-6P,1,HC01441[e]  <=> ,Lactose-6P <  = > ,1
3757,EX_HC01444(e),Exchange of Galactosylglycerol,1,HC01444[e]  <=> ,Galactosylglycerol <  = > ,1
3758,EX_HC01446(e),Exchange of 3-Ketolactose,1,HC01446[e]  <=> ,3-Ketolactose <  = > ,1
3759,EX_HC01577(e),Exchange of gamma-Glutamyl-beta-cyanoalanine,1,HC01577[e]  <=> ,gamma-Glutamyl-beta-cyanoalanine <  = > ,1
3760,EX_HC01609(e),Exchange of UroporphyrinogenI,1,HC01609[e]  <=> ,UroporphyrinogenI <  = > ,1
3761,EX_HC01610(e),Exchange of CoproporphyrinogenI,1,HC01610[e]  <=> ,CoproporphyrinogenI <  = > ,1
3762,EX_HC01700(e),Exchange of gamma-Glutamyl-3-aminopropiononitrile,1,HC01700[e]  <=> ,gamma-Glutamyl-3-aminopropiononitrile <  = > ,1
3763,EX_HC02160(e),Exchange of GM2-pool,1,HC02160[e]  <=> ,GM2-pool <  = > ,1
3764,EX_HC02161(e),Exchange of GM1-pool,1,HC02161[e]  <=> ,GM1-pool <  = > ,1
3765,EX_itp(e),Exchange of ITP(3-),1,itp[e]  <=> ,ITP(3-) <  = > ,1
3766,EX_orot(e),Exchange of orotate,1,orot[e]  <=> ,Orotate <  = > ,1
3767,EX_prpp(e),Exchange of 5-O-phosphonato-alpha-D-ribofuranosyl diphosphate(5-),1,prpp[e]  <=> ,5-Phospho-alpha-D-ribose 1-diphosphate <  = > ,1
3768,EX_ptrc(e),"Exchange of 1,4-butanediammonium",1,ptrc[e]  <=> ,Putrescine <  = > ,1
3769,EX_pydx5p(e),Exchange of pyridoxal 5-phosphate(2-),1,pydx5p[e]  <=> ,Pyridoxal 5'-phosphate <  = > ,1
3770,EX_spmd(e),Exchange of spermidine(3+),1,spmd[e]  <=> ,Spermidine <  = > ,1
3771,EX_udpg(e),"Exchange of [(2R,3S,4R,5R)-5-(2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl {[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl phosphonato]oxy}phosphonate",1,udpg[e]  <=> ,UDPglucose <  = > ,1
3772,r0001,Virtual reaction/potential definition,0,ametam[c]  => 5mta[c] + HC02119[c] ,S-Adenosylmethioninamine = > 5-Methylthioadenosine+Adenosylmethioninamine-potential,0
3773,r0002,Active transport,1,crn[c]  <=> crn[r] ,L-Carnitine <  = > L-Carnitine,0
3774,r0009,Pyrophosphate phosphohydrolase EC:3.6.1.1,0,h2o[x] + ppi[x]  => h[x] + 2 pi[x] ,Water+Diphosphate = > proton+2hydrogenphosphate,0
3775,r0010,hydrogen-peroxide:hydrogen-peroxide oxidoreductase EC:1.11.1.6,0,2 h2o2[c]  => 2 h2o[c] + o2[c] ,2Hydrogen peroxide = > 2Water+O2,0
3776,r0013,beta-N-acetylhexosaminidase Aminosugars metabolism EC:3.2.1.52,0,h2o[l] + HC00822[l]  => 2 acgam[l] ,Water+Chitobiose = > 2N-acetyl-D-glucosamine,0
3777,r0016,Fe(II):oxygen oxidoreductase Porphyrin and chlorophyll metabolism EC:1.16.3.1,1,4 h[e] + 4 fe2[e] + o2[e]  <=> 2 h2o[e] + 4 fe3[e] ,4proton+4Fe2++O2 <  = > 2Water+4Fe3+,0
